customer_count,vehicle_capacity,instance_name,routing_case,clustering_strategy,selected_run_timestamp,depot_setting_or_geometry,customer_delivery_distance,supplier_depot_replenishment_distance,supplier_direct_distance,depot_customer_distance,total_system_distance,reported_final_distance,direct_customer_count,depot_customer_count,n_routes,avg_utilisation,min_utilisation,max_utilisation,capacity_feasible,customer_coverage_feasible,supplier_feasible,structural_validity,cluster_count,cluster_sizes,global_depot_pool_used,total_system_distance_check,notes_or_warnings
20,25,20c_cap25,case_3_hybrid,sweep,run_2026_07_27_170815,central_depot_supplier_network,73.43109878717637,24.0,,73.43109878717637,97.43109878717637,73.43109878717637,7,13,6,0.4466666666666667,0.2,0.72,True,True,True,True,3,3|3|1,needs_check,ok,
20,35,20c_cap35,case_3_hybrid,sweep,run_2026_07_27_170815,central_depot_supplier_network,73.43109878717637,24.0,,73.43109878717637,97.43109878717637,73.43109878717637,7,13,6,0.319047619047619,0.14285714285714285,0.5142857142857142,True,True,True,True,3,3|3|1,needs_check,ok,
40,15,40c_cap15,case_3_hybrid,sweep,run_2026_07_27_170815,central_depot_supplier_network,322.0540449853214,96.0,,322.0540449853214,418.0540449853214,322.0540449853214,15,25,14,0.6666666666666664,0.4,0.8,True,True,True,True,8,2|2|2|1|2|2|2|2,needs_check,ok,
40,25,40c_cap25,case_3_hybrid,sweep,run_2026_07_27_170816,central_depot_supplier_network,216.64980673822936,48.0,,216.64980673822936,264.64980673822936,216.64980673822936,15,25,7,0.7999999999999999,0.64,0.96,True,True,True,True,4,4|3|4|4,needs_check,ok,
40,35,40c_cap35,case_3_hybrid,sweep,run_2026_07_27_170816,central_depot_supplier_network,201.53998274758732,48.0,,201.53998274758732,249.53998274758732,201.53998274758732,15,25,7,0.5714285714285714,0.17142857142857143,1.0,True,True,True,True,4,6|1|4|4,needs_check,ok,
60,15,60c_cap15,case_3_hybrid,sweep,run_2026_07_27_170816,central_depot_supplier_network,675.2666631002465,192.0,,675.2666631002465,867.2666631002465,675.2666631002465,25,35,21,0.7047619047619048,0.0,1.0,True,True,True,True,13,2|2|2|2|2|2|2|2|2|2|2|2|1,needs_check,ok,
60,25,60c_cap25,case_3_hybrid,sweep,run_2026_07_27_170817,central_depot_supplier_network,496.33892142505834,120.0,,496.33892142505834,616.3389214250583,496.33892142505834,25,35,12,0.7400000000000001,0.32,0.96,True,True,True,True,7,4|4|2|4|4|4|3,needs_check,ok,
60,35,60c_cap35,case_3_hybrid,sweep,run_2026_07_27_170817,central_depot_supplier_network,407.6220534739992,72.0,,407.6220534739992,479.6220534739992,407.6220534739992,25,35,9,0.7047619047619049,0.14285714285714285,1.0,True,True,True,True,6,6|4|6|2|6|1,needs_check,ok,
80,15,80c_cap15,case_3_hybrid,sweep,run_2026_07_27_170818,central_depot_supplier_network,1049.585948333372,288.0,,1049.585948333372,1337.585948333372,1049.585948333372,29,51,25,0.7493333333333334,0.0,1.0,True,True,True,True,15,2|2|2|2|2|1|2|2|2|2|2|2|2|2|2,needs_check,ok,
80,25,80c_cap25,case_3_hybrid,sweep,run_2026_07_27_170818,central_depot_supplier_network,738.7267073726305,192.0,,738.7267073726305,930.7267073726305,738.7267073726305,29,51,14,0.802857142857143,0.44,1.0,True,True,True,True,8,4|4|3|4|4|2|4|4,needs_check,ok,
80,35,80c_cap35,case_3_hybrid,sweep,run_2026_07_27_170818,central_depot_supplier_network,645.5221529097106,160.0,,645.5221529097106,805.5221529097106,645.5221529097106,29,51,11,0.7298701298701299,0.2571428571428571,1.0,True,True,True,True,6,6|5|6|4|6|2,needs_check,ok,
